doi,access_right,title
10.5061/dryad.d4vr0,open,"Data from: Subgenome dominance in an interspecific hybrid, synthetic allopolyploid, and a 140-year-old naturally established neo-allopolyploid monkeyflower"
10.25349/D9N01T,open,Depth dependent azimuthal anisotropy beneath the Juan de Fuca plate system
10.5281/zenodo.3876083,open,"Data and code for Chong, Moroni, et al. (2020) Science: ""Manipulating synthetic optogenetic odors reveals the coding logic of olfactory perception"""
10.5061/dryad.9jj4f50,open,Data from: Increases and fluctuations in nutrient availability do not promote dominance of alien plants in synthetic communities of common natives
10.5061/dryad.23h5195,open,Data from: Genome duplication effects on functional traits and fitness are genetic context and species dependent: studies of synthetic polyploid Fragaria
10.5281/zenodo.5041064,closed,Effects of the treatments by synthetic strigolactone (SL) and SL-enriched biostimulant on W/NUE under water and phosphate deprived conditions
10.5281/zenodo.5042323,open,Effects of treatment by synthetic strigolactone (SL) on WUE and NUE in two tomato varieties under normal and combined-stress conditions
10.5281/zenodo.5040583,closed,Effects of the treatments by synthetic strigolactone (SL) and SL-enriched biostimulant on W/NUE under water and phosphate deprived conditions
10.5281/zenodo.5043720,closed,Effects of the treatments by synthetic strigolactone (SL) and SL-enriched biostimulant on W/NUE under water and phosphate deprived conditions
10.5281/zenodo.3689750,restricted,"Dataset related to the article ""Coronary artery mechanics induces human saphenous vein remodelling via recruitment of adventitial myofibroblast-like cells mediated by Thrombospondin-1"""
10.5281/zenodo.4059721,restricted,Coronary artery mechanics induces human saphenous vein remodelling via recruitment of adventitial myofibroblast-like cells mediated by Thrombospondin-1
10.5061/dryad.78nb548,open,Data from: Seedless gold nanostars with seed-like advantages for biosensing applications
10.5061/dryad.306g8,open,"Data from: Synthesis, characterization and modelling of zinc and silicate co-substituted hydroxyapatite"
10.5061/dryad.4f8c0,open,Data from: When sensing is gambling: an experimental system reveals how plasticity can generate tunable bet-hedging strategies
10.5061/dryad.f6p6n,open,Data from: Eating up the world's food web and the human trophic level
10.5281/zenodo.4382100,open,Dataset of raw experiments data of large triaxial-experiments
10.5281/zenodo.4564474,open,ICONET [New ICT infrastructure and reference architecture to support Operations in future PI Logistics NETworks] Datasets
10.5061/dryad.8363t,open,Data from: Shape variation in outline shapes
10.5281/zenodo.3723448,open,Why is it so Cold in Here? - Posteriors
10.6078/D1F13S,open,The Ant Who Cried Wolf? Short-Term Repeated Exposure to Alarm Pheromone Reduces Behavioral Response in Argentine Ants
10.5061/dryad.4xgxd259g,open,Using machine learning to model nontraditional spatial dependence in occupancy data
10.5061/dryad.16m3n,open,Data from: Peptides derived from cadherin juxtamembrane region inhibit platelet function
10.5281/zenodo.5914342,open,Fast Hierarchical Games for Image Explanations
10.5061/dryad.88j4772,open,Data from: Natural selection drives leaf divergence in experimental populations of Senecio lautus under natural conditions
10.5061/dryad.ncjsxksrt,open,Optimization data for determination of montelukast and bambuterol as a combined medication
10.5281/zenodo.4300896,open,2020 Cascadia rupture models
10.5281/zenodo.1182145,open,Biophysical effects of vegetation cover change from satellite and models
10.5061/dryad.3j9kd51fb,open,Data from: Phylogenetic and functional distinctiveness explain alien plant population responses to competition
10.5281/zenodo.2597505,open,MSMD - Multimodal Sheet Music Dataset
10.5281/zenodo.3279632,open,URSO: Unreal Rendered Spacecrafts On-Orbit Datasets
10.5281/zenodo.5515485,open,Numerical nine-shot seismo records for 1600 acoustic impedance distributions
10.5281/zenodo.5155127,open,DypFISH Datasets
10.5281/zenodo.2637790,open,Data for: ColiCoords: A Python package for the analysis of bacterial fluorescence microscopy data
10.5281/zenodo.5844489,open,"A comprehensive and synthetic dataset for global, regional and national greenhouse gas emissions by sector 1970-2018 with an extension to 2019"
10.5281/zenodo.4593514,open,GISE-51
10.5061/dryad.c866t1g67,open,Investigation of Long COVID Prevalence and Its Relationship to Epstein-Barr Virus Reactivation
10.5281/zenodo.5527265,open,Chemical probing of U2 snRNA - Capillary electrophoresis chromatograms
10.5281/zenodo.6339553,open,"Supplemental Data for Dyreson et al. 2021, Earth's Future"
10.5281/zenodo.5703837,open,Identification of beneficial and detrimental bacteria that impact sorghum responses to drought using multi-scale and multi-system microbiome comparisons
10.5281/zenodo.3528197,open,Dataset - Large-scale kinetic metabolic models of Pseudomonas putida KT2440 for consistent design of metabolic engineering strategies
10.5061/dryad.vj5np,open,Data from: The effects of synthetic estrogen exposure on pre-mating and post-mating episodes of selection in sex-role-reversed Gulf pipefish
10.5061/dryad.nzs7h44r0,open,On the scaling and standardization of charcoal data in paleofire reconstructions
10.5061/dryad.1s53q,open,Data from: Nutritional imbalance suppresses migratory phenotypes of the Mongolian locust (Oedaleus asiaticus)
10.5061/dryad.34q0d,open,Data from: Phased whole-genome genetic risk in a family quartet using a major allele reference sequence
10.5281/zenodo.4749715,open,Results from the paper - Geodesy of irregular small bodies via neural density fields: geodesyNets
10.5281/zenodo.5831862,open,"Dataset for Identification of giant hornet, Vespa mandarinia, queen sex pheromone components"
10.5281/zenodo.5828017,open,Pre-parsed reaction rule files from RetroRules (rr02-rp2-hs)
10.5281/zenodo.4741051,open,Yet another artefact repository: a dataset of semisynthetic artefactual snippets for cleaning algorithms benchmarking
10.5061/dryad.s31v04d,open,Data from: Honeybees possess a structurally diverse and functionally redundant set of queen pheromones
10.5061/dryad.vhhmgqns0,open,Emodepside targets SLO-1 channels of Onchocerca ochengi and induces broad anthelmintic effects in a bovine model of onchocerciasis
10.5281/zenodo.5085657,open,A CLOSE-UP LOOK AT THE CHEMICAL SPACE OF COMMERCIALLY AVAILABLE BUILDING BLOCKS FOR MEDICINAL CHEMISTRY
10.5281/zenodo.4269941,open,Meniscus Matrix Remodeling in Response to Compressive Forces in Dogs
10.5281/zenodo.5827427,open,Pre-parsed reaction rule files from RetroRules (rr01-rp2-hs)
10.5061/dryad.6hdr7sqw5,open,Cellular dialogues that enable self-organization of dynamic spatial patterns
10.5061/dryad.zcrjdfn9b,open,"Uncovering patterns of freshwater positive interactions using meta-analysis: identifying the roles of common participants, invasive species, and environmental context"
10.5061/dryad.87tk7,open,Data from: Community composition affects the shape of mate response functions
10.5061/dryad.6kg29,open,Data from: Automated single particle detection and tracking for large microscopy datasets
10.6071/M3D95S,open,Assessing the impact of product inhibition in a chromogenic assay
10.5287/bodleian:qqoVzVqKp,open,Human RECQL5 helicase; A Target Enabling Package
10.5061/dryad.bb5dr437,open,Data from: A significant component of ageing (DNA damage) is reflected in fading breeding colors: an experimental test using innate antioxidant mimetics in painted dragon lizards
10.5061/dryad.3g9s2,open,Data from: Bayesian hierarchical models for spatially misaligned data in R
10.5281/zenodo.4584456,open,Evaluating Gaussian Process Metamodels and Sequential Designs for Noisy Level Set Estimation - Supplementary Material
10.5281/zenodo.4321973,open,New Generation UV-A Filters: Understanding Their Photodynamics on a Human Skin Mimic
10.5281/zenodo.6343366,closed,"Sentinel-1 SAR Wet snow maps for Southern Norway, 2016-2020"
10.5281/zenodo.5827969,open,Pre-parsed reaction rule files from RetroRules (rr02-rp3-nohs)
10.5061/dryad.3rt12,open,Data from: Essential oil optimizes the susceptibility of Callosobruchus maculatus and enhances the nutritional qualities of stored cowpea Vigna unguiculata
10.5281/zenodo.5827977,open,Pre-parsed reaction rule files from RetroRules (rr02-rp3-hs)
10.5281/zenodo.1445363,open,Human RECQL5 helicase; A Target Enabling Package
10.5281/zenodo.3243468,open,Example datasets for BACMMAN software
10.5061/dryad.c1b4h,open,Data from: Climate change and body size shift in Mediterranean bivalve assemblages: unexpected role of biological invasions
10.5061/dryad.m905qfv22,open,Therapeutic genome screen in AsPC1
10.5061/dryad.c394c12,open,Data from: Divergence in sex peptide-mediated female post-mating responses in Drosophila melanogaster
10.5061/dryad.hhmgqnkg2,open,Frog nest foams exhibit pharmaceutical foam-like properties
10.5061/dryad.80gb5mkq0,open,Dissecting the in vivo dynamics of transcription locking due to positive supercoiling buildup
10.5281/zenodo.3911193,open,"Data for ""Coherence-guided InSAR deformation analysis in the presence of ongoing land surface change in the Imperial Valley, California"""
10.5281/zenodo.5637790,open,Archival Datasets for SuperNova Artificial Inference by Lstm neural networks (SNAIL)
10.5061/dryad.r7sqv9sc3,open,Males perceive honest information from female released sex pheromone in a moth
10.5281/zenodo.6385454,open,One-Step Grown Carbonaceous Germanium Nanowires and Their Application as Highly Efficient Lithium-Ion Battery Anodes
10.5281/zenodo.4917367,open,RosettaSurf - a surface-centric computational design approach
10.1002/adfm.202005929,open,3D Printing of Strong and Tough Double Network Granular Hydrogels
10.5281/zenodo.3728079,open,Deep reinforcement learning for the control of microbial co-cultures in bioreactors
10.5061/dryad.m37pvmczd,open,Supplemental material from: ESR1 mutations associated with EIS change conformation of ligand receptor complex and alter transcriptome profile
10.5061/dryad.b2rbnzsfs,open,Polyploidy and Mutation in Arabidopsis
10.5061/dryad.7nh05k6,open,Data from: Integration of homogeneous structural region identification and rock mass quality classification
10.5281/zenodo.5799168,restricted,Pano3D: Matterport3D Stereo Low Resolution
10.5061/dryad.fp1bg,open,Data from: Select and resequence reveals relative fitness of bacteria in symbiotic and free-living environments
10.5061/dryad.5h17h,open,Data from: Genetic basis of priority effects: insights from nectar yeast
10.5281/zenodo.5229533,open,VIR MAXIMUS Database
10.5281/zenodo.3457387,open,Artificial spinning of natural silk threads
10.5061/dryad.13n29,open,Data from: Pollinator specificity drives strong prepollination reproductive isolation in sympatric sexually deceptive orchids
10.5061/dryad.s145h,open,Data from: Synthesis of zeolites Na-A and Na-X from tablet compressed and calcinated coal fly ash
10.5281/zenodo.5410641,embargoed,SHSY5Y_differentiation_datafiles
10.5281/zenodo.3753897,open,"Repository for data used in STOTEN article ""Impacts of town characteristics on the changing urban climate in Vantaa"""
10.5061/dryad.65q64,open,Data from: Short-term activity cycles impede information transmission in ant colonies
10.5061/dryad.q44p3,open,Data from: Combined use of molecular markers and high resolution melting (HRM) to assess chromosome dosage in potato hybrids
10.5061/dryad.k8fg7,open,Data from: Demasculinization of male guppies increases resistance to a common and harmful ectoparasite
10.5061/dryad.58q00,open,Data from: Pertussis immunity and epidemiology: mode and duration of vaccine-induced immunity
10.5061/dryad.931zcrjgm,open,"Data from: Cu-Al mixed oxide-catalysed multicomponent synthesis of gluco- and allofuranose-linked 1,2,3-triazole derivatives"
10.5061/dryad.t1r3v,open,Data from: Changing measurements or changing movements? Sampling scale and movement model identifiability across generations of biologging technology
10.5061/dryad.ms12t45,open,Data from: Sex-specific changes in gene expression in response to estrogen pollution around the onset of sex differentiation in grayling (Salmonidae)
10.5061/dryad.sbcc2fr4g,open,Meta-analysis reveals materiomic relationships in major ampullate silk across the spider phylogeny
10.5061/dryad.vg7sr,open,Data from: Multidimensional (co)evolutionary stability
10.5061/dryad.s1v3801,open,Data from: Local interactions and self-organized spatial patterns stabilize microbial cross-feeding against cheaters
10.5281/zenodo.1187150,open,Yeast proteomics microflow 23 min gradient DIA-MS
10.5061/dryad.fqz612jpq,open,Targeting diamondback moth in greenhouses by attracting specific native parasitoids with herbivory-induced plant volatiles
10.5061/dryad.34kh1,open,Data from: Wood ants produce a potent antimicrobial agent by applying formic acid on tree-collected resin
10.5061/dryad.n1k53,open,Data from: Chromosomal rearrangements directly cause underdominant F1 pollen sterility in Mimulus lewisii-M. cardinalis hybrids
10.5061/dryad.md103,open,"Data from: Additive genetic variation for tolerance to estrogen pollution in natural populations of Alpine whitefish (Coregonus sp., Salmonidae)"
10.5061/dryad.4mw6m9098,open,"Driving cell response through deep learning, a study in simulated 3D cell cultures"
10.5061/dryad.16qk7vf,open,Data from: Female assortative mate choice functionally validates synthesized male odors of evolving river-lake stickleback ecotypes
10.5281/zenodo.5801103,restricted,Pano3D: Matterport3D Semantic & Layout Low Resolution
10.3390/ma13092018,open,Characterization of the Shape Anisotropy of Superparamagnetic Iron Oxide Nanoparticles during Thermal Decomposition
10.5061/dryad.q2bvq83g1,open,Data from: Contrasting patterns of functional diversity in coffee root fungal communities associated with organic and conventionally-managed fields
10.5281/zenodo.5009045,open,Dataset - Spatio-temporal modeling of the crowding conditions and metabolic variability in microbial communities
10.5281/zenodo.5005946,open,Dataset - The influence of the crowding assumptions in biofilm simulations
10.5281/zenodo.5105765,open,RE-Lab-Projects/TRY_DE_2015_2045: Test Reference Years (TRY) for 15 typical regions in germany with special regards on realisitc radiation data on a 1min timescale
10.5281/zenodo.5578454,open,Fuzzy Overclustering
10.5281/zenodo.6383001,open,Tango Spacecraft Wireframe Dataset Model for Line Segments Detection
10.5281/zenodo.5652932,open,"Native MS data for: ""Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines."""
10.5281/zenodo.5878590,open,An Improved Coupled Data Assimilation System with a CGCM Using Multi-Timescale High Efficiency EnOI-Like Filtering
10.5061/dryad.63s8h,open,Data from: Defining the risk landscape in the context of pathogen pollution: Toxoplasma gondii in sea otters along the Pacific Rim
10.5061/dryad.6tg35t6,open,Data from: Selection signatures underlying dramatic male inflorescence transformation during modern hybrid maize breeding
10.5061/dryad.qp747,open,Data from: Inferring heterogeneous evolutionary processes through time: from sequence substitution to phylogeography
10.5061/dryad.1mt16,open,Data from: Methods for invasive species control are transferable across invaded areas
10.5061/dryad.908jf3r,open,Data from: Functional divergence of the bitter receptor TAS2R38 in Sulawesi macaques
10.5061/dryad.x3ffbg7h1,open,"The industrial solvent 1,4-Dioxane causes hyperalgesia by targeting capsaicin receptor TRPV1"
10.5281/zenodo.5932408,open,EPMA dataset - Tso Morari granites
10.5061/dryad.1zcrjdfq9,open,"Data from: Learning to see the wood for the trees: machine learning, decision trees and the classification of isolated theropod teeth"
10.5281/zenodo.887440,open,Raw diffraction images of lysophosphatidic acid receptor LPA6
10.5061/dryad.80cv0,open,Data from: Quantifying team cooperation through intrinsic multi-scale measures: respiratory and cardiac synchronisation in choir singers and surgical teams
10.5061/dryad.18pd8,open,Data from: Low major histocompatibility complex class II variation in the endangered Indo-Pacific humpback dolphin (Sousa chinensis): inferences about the role of balancing selection
10.5281/zenodo.4617269,open,Toymodel - reservoir simulation data
10.5061/dryad.74940,open,Data from: Reproductive activity triggers accelerated male mortality and decreases lifespan: genetic and gene expression determinants in Drosophila
10.5281/zenodo.1068229,open,Data for YAMP (https://github.com/alesssia/YAMP)
10.5061/dryad.68tk49g,open,Data from: Comparison and validation of Oomycetes metabarcoding primers for Phytophthora high throughput sequencing
10.5061/dryad.vq4f5,open,"Data from: Breeding relationships in Macaronesian Tolpis (Asteraceae-Cichorieae): F1 hybrid pollen fertility within and among populations from the Azores, Canary Islands and Madeira"
10.5061/dryad.stqjq2c09,open,Genetic algorithm-based personalized models of human cardiac action potential
10.6076/D1NC78,open,Viral protein instability enhances host-range evolvability
10.5061/dryad.b2rbnzsbm,open,Data for: Pendulum-based measurements reveal impact dynamics at the scale of a trap-jaw ant
10.5061/dryad.qnk98sfd5,open,"Ecological and evolutionary drivers of geographic variation in songs of a Neotropical suboscine bird: The Drab-breasted Bamboo Tyrant (Hemitriccus diops, Rhynchocyclidae)"
10.5061/dryad.9d84j,open,"Data from: Do microplastic particles affect Daphnia magna at the morphological, life history and molecular level?"
10.5061/dryad.1h3k8,open,Data from: Long-term agricultural management does not alter the evolution of a soybean-rhizobium mutualism
10.1016/j.ecoenv.2020.111380,open,Effect of the growth medium composition on nitrate accumulation in the novel protein crop Lemna minor
10.5281/zenodo.4355284,open,"Data for ""CryoDRGN: Reconstruction of heterogeneous cryo-EM structures using neural networks"""
10.5281/zenodo.5997587,open,Centroid Moment Tensor solutions for the earthquake dataset of the project IMAGINE_IT
10.5281/zenodo.3573996,open,In silico Database for Identification of Microorganisms by Liquid Chromatography-Mass Spectrometry (LC-MS1)
10.5281/zenodo.4902143,open,"Surface deformation of the Mw 6.4 and Mw 7.1 Ridgecrest earthquakes measured from InSAR (Interferometric Synthetic Aperture Radar) of Sentinel-1 A/B, ALOS2, and CSK satellites"
10.5281/zenodo.5484779,open,"Niobium speciation in minerals revealed by L2,3-edges XANES spectroscopy"
10.5281/zenodo.3241467,open,Geostatistical inverse modeling with large atmospheric data: data files for a case study from OCO-2
10.5281/zenodo.1120360,open,DECARD: CC11 Dataset
10.5061/dryad.d20qc,open,Data from: The genetic architecture of methotrexate toxicity is similar in Drosophila melanogaster and humans
10.5061/dryad.nzs7h44pf,open,Data from: Evaluating the link between predation and pest control services in the mite world
10.5281/zenodo.4767610,open,"Data related to the article ""Evaluation of Oxford Nanopore MinION RNA-seq performance for human primary cells"""
10.5281/zenodo.1405495,open,RCS-Image Dataset
10.3390/su13031570,open,Agronomic and Environmental Performance of Lemnaminor Cultivated on Agricultural Wastewater Streams—A Practical Approach
10.5281/zenodo.3891502,open,Bovine Serum Albumin (BSA)/Polyacrylonitrile (PAN) Biohybrid Nanofibers Coated with a Biomineralized Calcium Deficient Hydroxyapatite (HA) Shell for Wound Dressing
10.5281/zenodo.6054552,open,Sythetic datasets of road images
10.5061/dryad.ghx3ffbkz,open,Mite counts from manure samples
10.5061/dryad.8w9ghx3km,open,Treefrogs adjust their acoustic signals in response to harmonics structure of intruder calls
10.5281/zenodo.3725643,open,"Raw data related to: ""Resiquimod-Mediated Activation of Plasmacytoid Dendritic Cells Is Amplified in Multiple Sclerosis"""
10.5061/dryad.f5n5c,open,Data from: Differential introgression and reorganization of retrotransposons in hybrid zones between wild wheats
10.5061/dryad.rm74c6b,open,Data from: Autopolyploidy alters nodule-level interactions in the legume-rhizobium mutualism
10.5061/dryad.f1vhhmgx9,open,Image-based automated species identification: Can virtual data augmentation overcome problems of insufficient sampling?
10.5061/dryad.jh9w0vtc3,open,Aldosterone and dexamethasone activate African lungfish mineralocorticoid receptor: Increased activation after removal of the amino-terminal domain
10.5281/zenodo.4700846,open,"Data related to the article ""Evaluation of Oxford Nanopore MinION RNA-seq performance for human primary cells"""
10.5061/dryad.dk34h,open,Data from: The mayfly nymph Austrophlebioides pusillus Harker defies common osmoregulatory assumptions
10.5281/zenodo.3938013,open,Elevation Models for Reproducible Evaluation of Terrain Representation – Multiscale Models
10.5281/zenodo.3674790,open,CoPhy: Counterfactual Learning of Physical Dynamics (Benchmark Dataset)
10.5061/dryad.0373j7r,open,Data from: A logical model of homology for comparative biology
10.5061/dryad.tb58947,open,Data from: Within-individual variation in sexual displays: signal or noise?
10.5281/zenodo.4916089,open,Raw data of experiments on the effect of the addition of 4-oxo isophorone to bisexual lure for the silver Y moth Autographa gamma L. (Lepidoptera: Noctuidae)
10.5061/dryad.8n344,open,"Data from: Resources, key traits, and the size of fungal epidemics in Daphnia populations"
10.5061/dryad.jwstqjq7j,open,Nicotiana benthamiana as a transient expression host to produce auxin analogues: Pisum sativum seed transcriptomic data
10.5061/dryad.3v55m,open,Data from: Loci contributing to boric acid toxicity in two reference populations of Drosophila melanogaster
10.5281/zenodo.2557923,open,StarKit Phoenix Grid Teff4000-1000 wave3000-9000 r3000
10.5281/zenodo.807743,open,Asteroseismic Data Analysis: Foundations and Techniques
10.5281/zenodo.6386952,open,A dataset of published journal papers using neural networks for seismological tasks.
10.5281/zenodo.3415633,open,HourGlass corpus
10.5281/zenodo.1240534,open,Detection of Structural Components in Point Clouds of Existing RC Bridges
10.5281/zenodo.3995917,open,Application of spectral library prediction for parallel reaction monitoring of viral peptides_PRM_data
10.5281/zenodo.3988900,open,Application of spectral library prediction for parallel reaction monitoring of viral peptides_DDA_data
10.5281/zenodo.4515285,open,Application of spectral library prediction for parallel reaction monitoring of viral peptides_SARS-CoV-2_data
10.5281/zenodo.3988898,open,Application of spectral library prediction for parallel reaction monitoring of viral peptides_PRM_NCE_data
10.5061/dryad.7pc2kc3,open,Data from: Molecular evolution of the proopiomelanocortin system in Barn owl species
10.5281/zenodo.4720668,open,Comparative and phylogenomic analysis of nuclear and organelle genes in cryptic Coelastrella vacuolata MACC-549 green algae
10.5061/dryad.m37pvmcxq,open,Class-A penicillin binding proteins do not contribute to cell shape but repair cell-wall defects
10.5061/dryad.0cfxpnvzq,open,"Data from: Comparing biocontrol and herbicide for managing an invasive non-native plant species: efficacy, non-target effects and secondary invasion"
10.5061/dryad.5mkkwh752,open,The female pheromone (Z)-4-undecenal mediates flight attraction and courtship in Drosophila melanogaster
10.5281/zenodo.1462432,open,Artificially-generated Lecture Video Fragmentation Dataset and Ground Truth
10.5061/dryad.34274,open,Data from: Exon capture phylogenomics: efficacy across scales of divergence
10.5061/dryad.ct70q,open,Data from: Using Drosophila melanogaster to identify chemotherapy toxicity genes
10.5061/dryad.hs518,open,"Data from: Topological, chemical, and electro-optical characteristics of riboflavin-doped artificial and natural DNA thin films"
10.5061/dryad.4cc5m,open,Data from: Integrated radar and lidar analysis reveals extensive loss of remaining intact forest on Sumatra 2007–2010
10.5061/dryad.sqv9s4n57,open,Impact of improved ocean initial condition on the seasonal prediction of Indian summer monsoon
10.5061/dryad.10454g0,open,Data from: Acoustic stability in hyrax snorts: vocal tightrope-walkers or wrathful verbal assailants?
10.5061/dryad.51591,open,Data from: Competitive release and outbreaks of non-target pests associated with transgenic Bt cotton
10.5281/zenodo.5885654,open,Static Code Analysis Alarms Filtering Reloaded: an ML Approach and its Empirical Evaluation on a New Real-World Dataset
10.5061/dryad.q8h75,open,Data from: Functional C-terminally encoded peptide (CEP) plant hormone domains evolved de novo in the plant parasite Rotylenchulus reniformis
10.5281/zenodo.1122635,open,Turbulent and laminar flow in karst conduits under unsteady flow conditions – interpretation of pumping tests by discrete conduit-continuum modeling
10.5061/dryad.m5n98,open,Data from: Predicting classifier performance with limited training data: applications to computer-aided diagnosis in breast and prostate cancer
10.5281/zenodo.5120974,open,Metascape Results for Prostate Cancer Multiomics Data
10.5281/zenodo.5851380,open,ClevrTex: A Texture-Rich Benchmark for Unsupervised Multi-Object Segmentation
10.5061/dryad.jsxksn073,open,Data from: Quorum-sensing signaling by chironomid egg masses' microbiota affects haemagglutinin/protease (HAP) production by Vibrio cholerae
10.5061/dryad.j6q573ncw,open,"Data for: Nectar-dwelling microbes of common tansy are attractive to its mosquito pollinator, Culex pipiens"
10.5061/dryad.4f1k5,open,Data from: Males adjust their signalling behaviour according to experience of male signals and male-female signal duets
10.5061/dryad.477dp5c,open,Data from: Sex differences in the drivers of reproductive skew in a cooperative breeder
10.5061/dryad.31zcrjdhk,open,Nano MOFs as targeted drug delivery agents to combat antibiotic resistant bacterial infections
10.5281/zenodo.5850003,open,ClevrTex: A Texture-Rich Benchmark for Unsupervised Multi-Object Segmentation
10.5061/dryad.f357r,open,Data from: Concurrent temporal channels for auditory processing: oscillatory neural entrainment reveals segregation of function at different scales
10.5061/dryad.2mh70m2,open,Data from: Cytochrome P450 and O-methyltransferase catalyze the final steps in the biosynthesis of the anti-addictive alkaloid ibogaine from Tabernanthe iboga
10.5281/zenodo.1162971,open,Evolved eavesdropping: sympatric but not allopatric honey bee species can detect and use hornet alarm pheromone for defence
10.5061/dryad.mf3rb,open,Data from: Glucagon-like peptide-1 receptor agonist Liraglutide has anabolic bone effects in ovariectomized rats without diabetes
10.5281/zenodo.3506219,open,Tunisian infrasound detections from Mont Etna eruptions over May 2016
10.5281/zenodo.1216072,open,"LibriCount, a dataset for speaker count estimation"
10.5281/zenodo.3732981,open,Dataset for Seismic waveform tomography of the Central and Eastern Mediterranean upper mantle
10.5061/dryad.8tm76,open,Data from: Genealogical working distributions for Bayesian model testing with phylogenetic uncertainty
10.5061/dryad.h4f7p,open,Data from: Extracting spatio-temporal patterns in animal trajectories: an ecological application of sequence analysis methods
10.5061/dryad.cnp5hqc19,open,"Relationships among wood-boring beetles, fungal endophytes and saprotrophs, and the decomposition of forest biomass."
10.5281/zenodo.3710188,open,Data set to ''Volcano growth versus deformation by strike-slip faults: morphometric characterization through analogue modelling'
10.5281/zenodo.4313808,open,Discovery of protein modifications using differential tandem mass spectrometry proteomics
10.5061/dryad.fttdz08qw,open,Synthesis of a novel amphoteric copolymer and its application as a dispersant for coal water slurry preparation
10.5061/dryad.g0v02,open,"Data from: A new integrative framework for large-scale assessments of biodiversity and community dynamics, using littoral gastropods and crabs of British Columbia, Canada"
10.5281/zenodo.3981198,open,Map of growing stock volume of Russian forests for the year 2014
10.5281/zenodo.4007589,open,GHTraffic: A Dataset for Reproducible Research in Service-Oriented Computing
10.5281/zenodo.3719059,open,Logical model for Model checking to assess T-helper cell plasticity
10.5061/dryad.7jf0vp5,open,"Data from: The dynamics of open populations: integration of top–down, bottom–up and supply‐side influences on intertidal oysters"
10.5281/zenodo.3702327,open,YAMP Resources with Human Genome indexed bbmap 38.76
10.5061/dryad.ffbg79ct0,open,"Sex, age, and acoustic mating interactions affect the immunity of Aedes aegypti offspring"
10.5061/dryad.4b8gtht82,open,Spectral-ratio tomography for attenuation estimation
10.5061/dryad.h13vg,open,Data from: Patterns and drivers of intraspecific variation in avian life history along elevational gradients: a meta-analysis
10.5061/dryad.112dg,open,Data from: The Teleost Anatomy Ontology: anatomical representation for the genomics age
10.5061/dryad.h1d1b,open,"Data from: Causes of ecological gradients in leaf margin entirety: Evaluating the roles of biomechanics, hydraulics, vein geometry, and bud packing"
10.5061/dryad.qd53c,open,Data from: Shaping the latitudinal diversity gradient: New perspectives from a synthesis of paleobiology and biogeography
10.5061/dryad.73s0n,open,"Data from: Climate, demography, and zoogeography predict introgression thresholds in Salmonid hybrid zones in Rocky Mountain streams"
10.5281/zenodo.3775007,open,CrocO: manuscript Dataset
10.5061/dryad.s1rn8pk3j,open,Predator pheromone elicits a temporally dependent non-consumptive effect in prey
10.5281/zenodo.4733698,open,simFSD-18k
10.5281/zenodo.5718939,open,Synthesized Impedance Spectra Measurements of Epithelial Tissue
10.1234/TODO,open,RP-VIO: Robust Plane-based Visual-Inertial Odometry (Dataset)
10.5061/dryad.573n5tb8x,open,Scores from S.invicta queen supergene pheromone discrimination assays
10.5061/dryad.66t1g1jzz,open,Data related to: The recurring role of storm disturbance on black sea bass (Centropristis striata) movement behaviors in the Mid-Atlantic Bight
10.5281/zenodo.3742788,restricted,Stem trichome small RNA-Seq from the 20 accessions
10.5281/zenodo.1491557,open,Transparency in Keyword Faceted Search: a dataset of Google Shopping html pages
10.5061/dryad.739bs,open,Data from: Comparison of methods for molecular species delimitation across a range of speciation scenarios
10.5061/dryad.7338sk6,open,Data from: Linking species abundance and overyielding from experimental communities with niche and fitness characteristics
10.5281/zenodo.3532894,open,Nonlinear imaging microscopy for assessing structural and photochemical modifications upon laser removal of dammar varnish on photosensitive substrates
10.5061/dryad.hj8fr,open,"Data from: Seasonal cycles, phylogenetic assembly, and functional diversity of orchid bee communities"
10.5061/dryad.8cz8w9gn6,open,The relationship between a combinatorial processing rule and a continuous mate preference function in an insect
10.5061/dryad.h6pf365t,open,Data from: Sharing and re-use of phylogenetic trees (and associated data) to facilitate synthesis
10.5061/dryad.gn818,open,Data from: Plant functional composition affects soil processes in novel successional grasslands
10.5061/dryad.c59zw3r6w,open,What is the current extent of our systematic knowledge? A case study in synthesizing phylogenetic data for building large trees to advance phylogenetic research in Orobanchaceae
10.5281/zenodo.3822094,open,CellCognize: a neural network pipeline for cell type classification from flow cytometry data
10.5061/dryad.4m0v8474,open,Data from: Not all sequence tags are created equal: designing and validating sequence identification tags robust to indels
10.5281/zenodo.1320922,open,UC2018 DualMyo Hand Gesture Dataset
10.5281/zenodo.3565774,open,Setup of the 2010 Darfield earthquake for SeisSol
10.5281/zenodo.5588467,open,A surface water data set of China derived from optical and radar remote sensing
10.5061/dryad.f79j433,open,Data from: A new approach to study local adaptation in long-lived organisms: virtual transplant experiments
10.5281/zenodo.3706423,open,Plasmid Design for Tunable Two‐Enzyme Co‐Expression Promotes Whole‐Cell Production of Cellobiose
10.5061/dryad.bh52d,open,Data from: Hysteretic dynamics of active particles in a periodic orienting field
10.5281/zenodo.5493599,restricted,"Dataset related to article: ""Machine learning to predict mortality after rehabilitation among patients with severe stroke"""
