doi,access_right,title,description
10.5281/zenodo.574036,open,Brazil Synthetic Ecosystem,Brazil synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574029,open,Argentina Synthetic Ecosystem,Argentina synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574075,open,Nicaragua Synthetic Ecosystem,Nicaragua synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574013,open,Ohio Synthetic Ecosystem,"Ohio synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.573995,open,Kentucky Synthetic Ecosystem,"Kentucky synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574031,open,Austria Synthetic Ecosystem,Austria synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574055,open,Haiti Synthetic Ecosystem,Haiti synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.573991,open,Illinois Synthetic Ecosystem,"Illinois synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.573989,open,Hawaii Synthetic Ecosystem,"Hawaii synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574072,open,Malawi Synthetic Ecosystem,Malawi synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574054,open,Greece Synthetic Ecosystem,Greece synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.573990,open,Idaho Synthetic Ecosystem,"Idaho synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574041,open,Cameroon Synthetic Ecosystem,Cameroon synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574033,open,Bangladesh Synthetic Ecosystem,Bangladesh synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574021,open,Texas Synthetic Ecosystem,"Texas synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574050,open,Ethiopia Synthetic Ecosystem,Ethiopia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.5507373,open,Synthetic LBW Dataset,"<p>Dataset generated by Technical University of Wien and converted to compressed HDF5 format by AIMEN Technology Center.</p>

<p>This dataset contains synthetic data extracted from LBW numerical simulations. Since the output files from these simulations are very heavy and in complex format, some data from these simulations was extracted to HDF5 files. Data extracted are phase and temperature in the top plate and some process features. These data are intended to study t he dynamics of the process and to find the theoretical image obtained by a perfect thermal imager (comparing these to real camera images could be used to find the function that transforms the image in real cameras.&nbsp;The dataset contains 12 files where each file corresponds to one experiment with a unique combination of process parameters.&nbsp;</p>

<p>&copy; COPYRIGHT 2021 The CUSTODIAN Consortium. All rights reserved.</p>"
10.5281/zenodo.574090,open,Thailand Synthetic Ecosystem,Thailand synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.573978,open,Alabama Synthetic Ecosystem,"Alabama synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574002,open,Mississippi Synthetic Ecosystem,"Mississippi synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.573981,open,Arkansas Synthetic Ecosystem,"Arkansas synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574056,open,Hungary Synthetic Ecosystem,Hungary synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574048,open,Egypt Synthetic Ecosystem,Egypt synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574097,open,Venezuela Synthetic Ecosystem,Venezuela synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574070,open,Mongolia Synthetic Ecosystem,Mongolia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574084,open,Rwanda Synthetic Ecosystem,Rwanda synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574035,open,Bolivia Synthetic Ecosystem,Bolivia synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574069,open,Mali Synthetic Ecosystem,Mali synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574082,open,Paraguay Synthetic Ecosystem,Paraguay synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.574039,open,Chile Synthetic Ecosystem,Chile synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.573985,open,Delaware Synthetic Ecosystem,"Delaware synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
10.5281/zenodo.574068,open,Mexico Synthetic Ecosystem,Mexico synthetic ecosystem dataset consisting of tables for persons and households. This dataset was created by the SPEW R Package using the following input data sources: GeoHive counts and IPUMS-I shapefiles and microdata.
10.5281/zenodo.573992,open,Indiana Synthetic Ecosystem,"Indiana synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
